,generation,fitness
194,8,552
195,8,680
196,8,248
197,8,1448
198,8,1448
199,8,592
200,9,1640
201,9,1640
202,9,1304
203,9,1600
204,9,552
205,9,0
206,9,1448
207,9,1640
208,9,1448
209,9,248
210,9,552
211,9,2040
212,9,552
213,9,680
214,9,552
215,9,1448
216,9,552
217,9,552
218,9,592
219,9,552
220,9,2472
221,9,1640
222,9,1640
223,9,552
224,9,48
225,10,2080
226,10,2176
227,10,1640
228,10,1304
229,10,32
230,10,552
231,10,2040
232,10,1640
233,10,248
234,10,552
235,10,1448
236,10,48
237,10,552
238,10,552
239,10,440
240,10,552
241,10,552
242,10,32
243,10,2432
244,10,1448
245,10,32
246,10,552
247,10,1304
248,10,1304
249,10,1640
250,11,2040
251,11,2040
252,11,2040
253,11,48
254,11,1448
255,11,32
256,11,2040
257,11,552
258,11,552
259,11,552
260,11,552
261,11,552
262,11,1448
263,11,2040
264,11,1448
265,11,1448
266,11,1560
267,11,552
268,11,2040
269,11,2040
270,11,552
271,11,552
272,11,1560
273,11,1664
274,11,48
275,12,2432
276,12,2200
277,12,552
278,12,552
279,12,552
280,12,1448
281,12,440
282,12,1640
283,12,32
284,12,616
285,12,1640
286,12,32
287,12,552
288,12,48
289,12,552
290,12,1640
291,12,1448
292,12,552
293,12,536
294,12,1640
295,12,1640
296,12,552
297,12,552
298,12,1640
299,12,1448
300,13,2040
301,13,2200
302,13,2472
303,13,552
304,13,2040
305,13,2432
306,13,552
307,13,680
308,13,48
309,13,48
310,13,248
311,13,328
312,13,32
313,13,2040
314,13,1448
315,13,2200
316,13,32
317,13,248
318,13,552
319,13,552
320,13,32
321,13,552
322,13,552
323,13,32
324,13,1448
325,14,2472
326,14,2432
327,14,552
328,14,552
329,14,552
330,14,32
331,14,552
332,14,1640
333,14,552
334,14,1448
335,14,552
336,14,680
337,14,32
338,14,552
339,14,440
340,14,552
341,14,32
342,14,552
343,14,552
344,14,592
345,14,456
346,14,552
347,14,2432
348,14,552
349,14,552
350,15,2472
351,15,2040
352,15,0
353,15,32
354,15,552
355,15,552
356,15,32
357,15,552
358,15,1640
359,15,680
360,15,536
361,15,2472
362,15,552
363,15,32
364,15,552
365,15,552
366,15,680
367,15,552
368,15,680
369,15,552
370,15,552
371,15,552
372,15,616
373,15,552
374,15,1640
375,16,2080
376,16,2472
377,16,496
378,16,1304
379,16,1560
380,16,456
381,16,32
382,16,552
383,16,1640
384,16,552
385,16,2472
386,16,32
387,16,32
388,16,48
389,16,1560
390,16,1640
391,16,32
392,16,440
393,16,680
394,16,592
395,16,552
396,16,552
397,16,552
398,16,616
399,16,2472
400,17,2472
401,17,2696
402,17,32
403,17,2696
404,17,2048
405,17,552
406,17,1448
407,17,1640
408,17,1448
409,17,440
410,17,552
411,17,2472
412,17,1560
413,17,1448
414,17,552
415,17,552
416,17,2432
417,17,680
418,17,592
419,17,2472
420,17,1304
421,17,552
422,17,680
423,17,552
424,17,552
425,18,2472
426,18,1448
427,18,680
428,18,1640
429,18,680
430,18,0
431,18,248
432,18,2472
433,18,2040
434,18,2472
435,18,1640
436,18,680
437,18,552
438,18,552
439,18,680
440,18,1640
441,18,680
442,18,248
443,18,592
444,18,680
445,18,1640
446,18,680
447,18,1640
448,18,680
449,18,552
450,19,2080
451,19,2696
452,19,1640
453,19,680
454,19,592
455,19,552
456,19,592
457,19,2472
458,19,680
459,19,680
460,19,592
461,19,680
462,19,2040
463,19,552
464,19,1640
465,19,552
466,19,248
467,19,248
468,19,1448
469,19,552
470,19,680
471,19,1736
472,19,680
473,19,1448
474,19,1640
475,20,2472
476,20,2472
477,20,680
478,20,1640
479,20,248
480,20,1640
481,20,48
482,20,552
483,20,552
484,20,1448
485,20,1640
486,20,1640
487,20,552
488,20,2040
489,20,2472
490,20,248
491,20,552
492,20,1448
493,20,2472
494,20,1640
495,20,1640
496,20,680
497,20,440
498,20,1640
499,20,1448
500,21,2080
501,21,2472
502,21,592
503,21,552
504,21,1448
505,21,552
506,21,1376
507,21,552
508,21,48
509,21,552
510,21,464
511,21,552
512,21,552
513,21,1448
514,21,1656
515,21,680
516,21,1640
517,21,480
518,21,680
519,21,1640
520,21,1640
521,21,552
522,21,552
523,21,2432
524,21,440
525,22,2472
526,22,1968
527,22,1448
528,22,552
529,22,552
530,22,680
531,22,552
532,22,680
533,22,552
534,22,248
535,22,1448
536,22,248
537,22,552
538,22,1448
539,22,1640
540,22,2040
541,22,2432
542,22,1448
543,22,2432
544,22,1640
545,22,440
546,22,2472
547,22,680
548,22,1640
549,22,552
550,23,2472
551,23,2168
552,23,1304
553,23,48
554,23,1448
555,23,2472
556,23,248
557,23,552
558,23,1640
559,23,552
560,23,2040
561,23,680
562,23,552
563,23,264
564,23,552
565,23,552
566,23,32
567,23,1640
568,23,680
569,23,48
570,23,552
571,23,1448
572,23,1304
573,23,1448
574,23,552
575,24,2472
576,24,2472
577,24,592
578,24,552
579,24,1448
580,24,1448
581,24,2040
582,24,1448
583,24,1448
584,24,1640
585,24,552
586,24,552
587,24,1640
588,24,552
589,24,440
590,24,1640
591,24,1448
592,24,1448
593,24,552
594,24,552
595,24,552
596,24,1560
597,24,1640
598,24,1560
599,24,1448
600,25,2232
601,25,2472
602,25,552
603,25,1640
604,25,592
605,25,552
606,25,48
607,25,552
608,25,248
609,25,1640
610,25,2472
611,25,440
612,25,552
613,25,592
614,25,1640
615,25,552
616,25,552
617,25,680
618,25,1640
619,25,592
620,25,1640
621,25,1448
622,25,552
623,25,592
624,25,1448
625,26,2472
626,26,2472
627,26,2040
628,26,680
629,26,2472
630,26,1640
631,26,552
632,26,1640
633,26,592
634,26,552
635,26,48
636,26,552
637,26,48
638,26,2432
639,26,552
640,26,2040
641,26,2472
642,26,2024
643,26,2432
644,26,1736
645,26,680
646,26,2472
647,26,592
648,26,1448
649,26,248
650,27,2080
651,27,2472
652,27,32
653,27,552
654,27,32
655,27,2080
656,27,1640
657,27,2472
658,27,592
659,27,1640
660,27,1448
661,27,552
662,27,992
663,27,1640
664,27,552
665,27,440
666,27,1640
667,27,1640
668,27,1448
669,27,1448
670,27,48
671,27,1640
672,27,1640
673,27,2472
674,27,1640
675,28,992
676,28,2472
677,28,2472
678,28,1640
679,28,552
680,28,552
681,28,1640
682,28,1640
683,28,552
684,28,1640
685,28,1640
686,28,592
687,28,2176
688,28,1640
689,28,2472
690,28,2472
691,28,1640
692,28,552
693,28,552
694,28,680
695,28,592
696,28,1640
697,28,552
698,28,1640
699,28,2472
700,29,2080
701,29,2472
702,29,2472
703,29,592
704,29,440
705,29,680
706,29,1640
707,29,1448
708,29,552
709,29,1448
710,29,592
711,29,2040
712,29,2472
713,29,552
714,29,2472
715,29,1448
716,29,552
717,29,552
718,29,2472
719,29,552
720,29,552
721,29,1448
722,29,248
723,29,1448
724,29,2472
725,30,2176
726,30,2472
727,30,552
728,30,1448
729,30,1304
730,30,440
731,30,552
732,30,1448
733,30,1640
734,30,552
735,30,552
736,30,1640
737,30,248
738,30,2472
739,30,1640
740,30,2192
741,30,2472
742,30,1640
743,30,552
744,30,440
745,30,2696
746,30,0
747,30,552
748,30,552
749,30,248
750,31,2472
751,31,2472
752,31,552
753,31,1304
754,31,552
755,31,1640
756,31,1640
757,31,1640
758,31,552
759,31,1448
760,31,2432
761,31,2040
762,31,2472
763,31,2472
764,31,1448
765,31,536
766,31,552
767,31,2192
768,31,1448
769,31,552
770,31,680
771,31,552
772,31,0
773,31,1640
774,31,1304
775,32,2472
776,32,2472
777,32,248
778,32,1640
779,32,1640
780,32,1448
781,32,440
782,32,1640
783,32,1448
784,32,552
785,32,1640
786,32,1560
787,32,592
788,32,1640
789,32,248
790,32,440
791,32,1448
792,32,248
793,32,1640
794,32,248
795,32,1640
796,32,1448
797,32,1640
798,32,552
799,32,2040
800,33,2080
801,33,2080
802,33,552
803,33,48
804,33,1304
805,33,0
806,33,440
807,33,2472
808,33,552
809,33,552
810,33,248
811,33,552
812,33,1640
813,33,552
814,33,2080
815,33,248
816,33,2472
817,33,1448
818,33,552
819,33,592
820,33,2472
821,33,552
822,33,1640
823,33,1640
824,33,1304
825,34,2472
826,34,2192
827,34,592
828,34,1448
829,34,896
830,34,1304
831,34,1448
832,34,1640
833,34,1640
834,34,1448
835,34,680
836,34,1640
837,34,592
838,34,536
839,34,2432
840,34,248
841,34,1448
842,34,2472
843,34,1448
844,34,2080
845,34,2472
846,34,552
847,34,1640
848,34,1448
849,34,440
850,35,2472
851,35,2472
852,35,1536
853,35,552
854,35,2472
855,35,248
856,35,1640
857,35,0
858,35,1448
859,35,1016
860,35,1024
861,35,552
862,35,0
863,35,248
864,35,440
865,35,32
866,35,2472
867,35,992
868,35,1640
869,35,96
870,35,1448
871,35,552
872,35,2472
873,35,552
874,35,48
875,36,2472
876,36,2472
877,36,680
878,36,48
879,36,2472
880,36,1024
881,36,248
882,36,1640
883,36,248
884,36,1640
885,36,552
886,36,1640
887,36,2472
888,36,248
889,36,48
890,36,1640
891,36,0
892,36,2472
893,36,48
894,36,1640
895,36,552
896,36,1520
897,36,552
898,36,680
899,36,1640
900,37,2472
901,37,2176
902,37,552
903,37,552
904,37,1448
905,37,1056
906,37,552
907,37,552
908,37,1640
909,37,552
910,37,440
911,37,2472
912,37,2080
913,37,2472
914,37,552
915,37,2472
916,37,552
917,37,1448
918,37,2472
919,37,440
920,37,1520
921,37,2192
922,37,2704
923,37,552
924,37,440
925,38,2704
926,38,2472
927,38,48
928,38,1448
929,38,552
930,38,2472
931,38,1640
932,38,2192
933,38,680
934,38,592
935,38,440
936,38,1640
937,38,440
938,38,680
939,38,552
940,38,552
941,38,1640
942,38,248
943,38,440
944,38,1736
945,38,248
946,38,2192
947,38,1672
948,38,680
949,38,1640
950,39,1448
951,39,2472
952,39,1640
953,39,552
954,39,680
955,39,2432
956,39,680
957,39,680
958,39,680
959,39,48
960,39,2472
961,39,248
962,39,1448
963,39,680
964,39,1448
965,39,552
966,39,552
967,39,248
968,39,2472
969,39,1640
970,39,1640
971,39,552
972,39,1640
973,39,1640
974,39,1640
975,40,2472
976,40,2472
977,40,1640
978,40,680
979,40,2472
980,40,552
981,40,592
982,40,592
983,40,2472
984,40,552
985,40,1448
986,40,680
987,40,2472
988,40,1640
989,40,552
990,40,1448
991,40,1640
992,40,552
993,40,32
994,40,1448
995,40,1640
996,40,1448
997,40,248
998,40,1448
999,40,432
1000,41,2472
1001,41,2472
1002,41,552
1003,41,1640
1004,41,552
1005,41,1640
1006,41,608
1007,41,0
1008,41,680
1009,41,552
1010,41,1640
1011,41,48
1012,41,1448
1013,41,1640
1014,41,1448
1015,41,440
1016,41,680
1017,41,680
1018,41,1448
1019,41,456
1020,41,608
1021,41,1448
1022,41,1448
1023,41,1448
1024,41,592
1025,42,2472
1026,42,2472
1027,42,248
1028,42,552
1029,42,1640
1030,42,32
1031,42,440
1032,42,592
1033,42,552
1034,42,440
1035,42,1448
1036,42,680
1037,42,48
1038,42,440
1039,42,1448
1040,42,1640
1041,42,680
1042,42,592
1043,42,608
1044,42,1640
1045,42,552
1046,42,1640
1047,42,48
1048,42,1304
1049,42,2472
1050,43,2472
1051,43,2472
1052,43,552
1053,43,680
1054,43,1448
1055,43,1448
1056,43,1640
1057,43,2472
1058,43,48
1059,43,2472
1060,43,32
1061,43,1448
1062,43,48
1063,43,680
1064,43,552
1065,43,552
1066,43,440
1067,43,1640
1068,43,1640
1069,43,0
1070,43,1640
1071,43,1448
1072,43,440
1073,43,552
1074,43,680
1075,44,2472
1076,44,2472
1077,44,552
1078,44,608
1079,44,680
1080,44,48
1081,44,608
1082,44,1640
1083,44,552
1084,44,248
1085,44,48
1086,44,552
1087,44,680
1088,44,1448
1089,44,2472
1090,44,680
1091,44,2432
1092,44,48
1093,44,552
1094,44,552
1095,44,48
1096,44,552
1097,44,608
1098,44,680
1099,44,608
1100,45,2472
1101,45,2472
1102,45,608
1103,45,1448
1104,45,680
1105,45,608
1106,45,280
1107,45,592
1108,45,1640
1109,45,552
1110,45,552
1111,45,608
1112,45,32
1113,45,680
1114,45,680
1115,45,680
1116,45,48
1117,45,552
1118,45,248
1119,45,1448
1120,45,440
1121,45,2472
1122,45,48
1123,45,1640
1124,45,48
1125,46,2472
1126,46,2472
1127,46,552
1128,46,1640
1129,46,680
1130,46,1640
1131,46,2696
1132,46,2472
1133,46,680
1134,46,680
1135,46,552
1136,46,592
1137,46,1448
1138,46,440
1139,46,48
1140,46,1640
1141,46,680
1142,46,48
1143,46,552
1144,46,608
1145,46,1640
1146,46,1448
1147,46,32
1148,46,48
1149,46,1640
1150,47,2472
1151,47,2472
1152,47,1448
1153,47,248
1154,47,1448
1155,47,1448
1156,47,552
1157,47,608
1158,47,1640
1159,47,592
1160,47,1448
1161,47,552
1162,47,680
1163,47,48
1164,47,1736
1165,47,2472
1166,47,552
1167,47,2472
1168,47,2472
1169,47,1448
1170,47,440
1171,47,0
1172,47,48
1173,47,608
1174,47,48
1175,48,2472
1176,48,2472
1177,48,552
1178,48,552
1179,48,592
1180,48,680
1181,48,1640
1182,48,1640
1183,48,1640
1184,48,1448
1185,48,1640
1186,48,552
1187,48,1448
1188,48,1448
1189,48,1640
1190,48,256
1191,48,552
1192,48,1448
1193,48,680
1194,48,1448
1195,48,1304
1196,48,48
1197,48,2472
1198,48,2472
1199,48,552
1200,49,2472
1201,49,2472
1202,49,592
1203,49,440
1204,49,248
1205,49,552
1206,49,552
1207,49,48
1208,49,48
1209,49,552
1210,49,248
1211,49,592
1212,49,1304
1213,49,1640
1214,49,592
1215,49,32
1216,49,1448
1217,49,1640
1218,49,440
1219,49,248
1220,49,0
1221,49,1640
1222,49,2472
1223,49,1640
1224,49,248
1225,50,2472
1226,50,2080
1227,50,680
1228,50,552
1229,50,608
1230,50,552
1231,50,552
1232,50,680
1233,50,552
1234,50,1640
1235,50,552
1236,50,680
1237,50,1640
1238,50,48
1239,50,592
1240,50,552
1241,50,1448
1242,50,1640
1243,50,552
1244,50,0
1245,50,1640
1246,50,1640
1247,50,1640
1248,50,48
1249,50,552
1250,51,2080
1251,51,2176
1252,51,1448
1253,51,552
1254,51,1640
1255,51,2472
1256,51,1448
1257,51,552
1258,51,0
1259,51,32
1260,51,1448
1261,51,2176
1262,51,456
1263,51,1640
1264,51,608
1265,51,552
1266,51,552
1267,51,1448
1268,51,592
1269,51,2192
1270,51,616
1271,51,1520
1272,51,440
1273,51,2472
1274,51,552
1275,52,2472
1276,52,2472
1277,52,2472
1278,52,1640
1279,52,2472
1280,52,1640
1281,52,552
1282,52,2200
1283,52,2432
1284,52,552
1285,52,552
1286,52,1640
1287,52,1448
1288,52,2184
1289,52,248
1290,52,552
1291,52,1448
1292,52,552
1293,52,552
1294,52,48
1295,52,608
1296,52,2472
1297,52,552
1298,52,2080
1299,52,256
1300,53,2080
1301,53,2696
1302,53,248
1303,53,680
1304,53,616
1305,53,2472
1306,53,680
1307,53,928
1308,53,552
1309,53,552
1310,53,2472
1311,53,1448
1312,53,440
1313,53,552
1314,53,32
1315,53,1640
1316,53,680
1317,53,680
1318,53,1448
1319,53,2472
1320,53,1448
1321,53,552
1322,53,248
1323,53,2176
1324,53,32
1325,54,2472
1326,54,2472
1327,54,248
1328,54,592
1329,54,680
1330,54,2472
1331,54,1304
1332,54,552
1333,54,248
1334,54,1448
1335,54,240
1336,54,2472
1337,54,552
1338,54,2472
1339,54,2472
1340,54,608
1341,54,608
1342,54,552
1343,54,552
1344,54,552
1345,54,552
1346,54,248
1347,54,0
1348,54,0
1349,54,0
1350,55,2472
1351,55,2472
1352,55,2696
1353,55,0
1354,55,0
1355,55,1640
1356,55,1640
1357,55,456
1358,55,248
1359,55,1640
1360,55,2472
1361,55,552
1362,55,256
1363,55,552
1364,55,456
1365,55,1640
1366,55,552
1367,55,0
1368,55,288
1369,55,248
1370,55,2432
1371,55,552
1372,55,1736
1373,55,552
1374,55,2472
1375,56,2696
1376,56,2472
1377,56,552
1378,56,680
1379,56,1736
1380,56,2472
1381,56,552
1382,56,552
1383,56,1640
1384,56,2472
1385,56,2472
1386,56,0
1387,56,440
1388,56,552
1389,56,680
1390,56,0
1391,56,680
1392,56,248
1393,56,552
1394,56,440
1395,56,680
1396,56,2472
1397,56,552
1398,56,2472
1399,56,1640
1400,57,2080
1401,57,2472
1402,57,552
1403,57,552
1404,57,552
1405,57,552
1406,57,1640
1407,57,680
1408,57,552
1409,57,0
1410,57,0
1411,57,0
1412,57,440
1413,57,32
1414,57,0
1415,57,1640
1416,57,440
1417,57,552
1418,57,2472
1419,57,2472
1420,57,248
1421,57,2472
1422,57,680
1423,57,552
1424,57,440
1425,58,2696
1426,58,2472
1427,58,1640
1428,58,608
1429,58,1448
1430,58,680
1431,58,2472
1432,58,1640
1433,58,32
1434,58,1448
1435,58,0
1436,58,2472
1437,58,1640
1438,58,552
1439,58,552
1440,58,552
1441,58,552
1442,58,552
1443,58,552
1444,58,0
1445,58,680
1446,58,2192
1447,58,1448
1448,58,680
1449,58,608
1450,59,2472
1451,59,2472
1452,59,0
1453,59,1448
1454,59,440
1455,59,256
1456,59,1560
1457,59,2472
1458,59,248
1459,59,552
1460,59,0
1461,59,680
1462,59,552
1463,59,440
1464,59,1448
1465,59,680
1466,59,552
1467,59,48
1468,59,1640
1469,59,552
1470,59,2472
1471,59,2472
1472,59,680
1473,59,2472
1474,59,680
1475,60,2472
1476,60,2208
1477,60,1448
1478,60,1560
1479,60,1520
1480,60,552
1481,60,1448
1482,60,680
1483,60,552
1484,60,248
1485,60,1448
1486,60,240
1487,60,1640
1488,60,2200
1489,60,1640
1490,60,48
1491,60,1640
1492,60,552
1493,60,680
1494,60,552
1495,60,1640
1496,60,2472
1497,60,1000
1498,60,96
1499,60,2472
1500,61,2472
1501,61,2472
1502,61,2696
1503,61,552
1504,61,552
1505,61,440
1506,61,0
1507,61,248
1508,61,552
1509,61,552
1510,61,2432
1511,61,680
1512,61,1640
1513,61,2472
1514,61,440
1515,61,680
1516,61,248
1517,61,552
1518,61,856
1519,61,1448
1520,61,552
1521,61,2472
1522,61,608
1523,61,552
1524,61,0
1525,62,2472
1526,62,2080
1527,62,552
1528,62,552
1529,62,1640
1530,62,552
1531,62,2472
1532,62,32
1533,62,248
1534,62,2200
1535,62,2696
1536,62,2472
1537,62,552
1538,62,2472
1539,62,552
1540,62,2472
1541,62,552
1542,62,440
1543,62,248
1544,62,680
1545,62,552
1546,62,1448
1547,62,440
1548,62,1304
1549,62,2432
1550,63,2472
1551,63,2472
1552,63,440
1553,63,248
1554,63,2696
1555,63,680
1556,63,1640
1557,63,552
1558,63,2472
1559,63,440
1560,63,2472
1561,63,2472
1562,63,2688
1563,63,552
1564,63,1448
1565,63,440
1566,63,2472
1567,63,552
1568,63,552
1569,63,552
1570,63,440
1571,63,552
1572,63,256
1573,63,440
1574,63,680
1575,64,2472
1576,64,2472
1577,64,248
1578,64,1304
1579,64,248
1580,64,1448
1581,64,1560
1582,64,2472
1583,64,248
1584,64,248
1585,64,552
1586,64,440
1587,64,1448
1588,64,248
1589,64,440
1590,64,680
1591,64,1448
1592,64,552
1593,64,48
1594,64,0
1595,64,1560
1596,64,248
1597,64,248
1598,64,0
1599,64,552
1600,65,2696
1601,65,2472
1602,65,248
1603,65,536
1604,65,1640
1605,65,1552
1606,65,552
1607,65,552
1608,65,440
1609,65,1304
1610,65,552
1611,65,2472
1612,65,552
1613,65,680
1614,65,1448
1615,65,552
1616,65,2432
1617,65,552
1618,65,552
1619,65,1640
1620,65,2432
1621,65,248
1622,65,552
1623,65,552
1624,65,1640
1625,66,2080
1626,66,2472
1627,66,2472
1628,66,680
1629,66,1448
1630,66,552
1631,66,1640
1632,66,0
1633,66,248
1634,66,928
1635,66,2176
1636,66,552
1637,66,1560
1638,66,440
1639,66,248
1640,66,248
1641,66,552
1642,66,48
1643,66,32
1644,66,552
1645,66,552
1646,66,552
1647,66,2472
1648,66,32
1649,66,608
1650,67,2472
1651,67,2472
1652,67,880
1653,67,608
1654,67,552
1655,67,496
1656,67,552
1657,67,552
1658,67,248
1659,67,0
1660,67,1448
1661,67,0
1662,67,608
1663,67,1736
1664,67,440
1665,67,0
1666,67,296
1667,67,1560
1668,67,1560
1669,67,616
1670,67,1640
1671,67,552
1672,67,0
1673,67,552
1674,67,1448
1675,68,2472
1676,68,2472
1677,68,680
1678,68,0
1679,68,296
1680,68,1560
1681,68,552
1682,68,1560
1683,68,496
1684,68,2472
1685,68,552
1686,68,552
1687,68,512
1688,68,144
1689,68,2040
1690,68,1344
1691,68,552
1692,68,248
1693,68,440
1694,68,592
1695,68,1640
1696,68,552
1697,68,552
1698,68,552
1699,68,440
1700,69,2472
1701,69,2472
1702,69,440
1703,69,440
1704,69,1560
1705,69,1640
1706,69,0
1707,69,248
1708,69,2432
1709,69,440
1710,69,48
1711,69,2696
1712,69,1560
1713,69,1640
1714,69,2040
1715,69,2472
1716,69,456
1717,69,680
1718,69,264
1719,69,2696
1720,69,552
1721,69,1560
1722,69,552
1723,69,0
1724,69,2432
1725,70,2472
1726,70,2080
1727,70,1640
1728,70,248
1729,70,552
1730,70,864
1731,70,680
1732,70,0
1733,70,248
1734,70,552
1735,70,1640
1736,70,680
1737,70,1448
1738,70,248
1739,70,1560
1740,70,1448
1741,70,2432
1742,70,896
1743,70,440
1744,70,680
1745,70,592
1746,70,1560
1747,70,552
1748,70,248
1749,70,1560
1750,71,2472
1751,71,2432
1752,71,552
1753,71,552
1754,71,96
1755,71,0
1756,71,2472
1757,71,48
1758,71,96
1759,71,2472
1760,71,0
1761,71,2696
1762,71,0
1763,71,2472
1764,71,624
1765,71,552
1766,71,1448
1767,71,0
1768,71,2192
1769,71,2432
1770,71,680
1771,71,552
1772,71,256
1773,71,592
1774,71,592
1775,72,2472
1776,72,2472
1777,72,552
1778,72,320
1779,72,2432
1780,72,2472
1781,72,552
1782,72,864
1783,72,552
1784,72,680
1785,72,248
1786,72,552
1787,72,1448
1788,72,256
1789,72,552
1790,72,552
1791,72,552
1792,72,2432
1793,72,864
1794,72,1736
1795,72,2472
1796,72,592
1797,72,2432
1798,72,496
1799,72,1640
1800,73,2184
1801,73,2472
1802,73,544
1803,73,1640
1804,73,1640
1805,73,1448
1806,73,248
1807,73,552
1808,73,1560
1809,73,1736
1810,73,1640
1811,73,1640
1812,73,472
1813,73,256
1814,73,72
1815,73,1560
1816,73,1640
1817,73,248
1818,73,1640
1819,73,2472
1820,73,2432
1821,73,2200
1822,73,552
1823,73,248
1824,73,0
1825,74,2696
1826,74,2472
1827,74,1736
1828,74,1560
1829,74,256
1830,74,1728
1831,74,552
1832,74,552
1833,74,680
1834,74,592
1835,74,552
1836,74,2472
1837,74,48
1838,74,1448
1839,74,680
1840,74,616
1841,74,552
1842,74,1640
1843,74,2472
1844,74,1640
1845,74,2472
1846,74,1640
1847,74,2472
1848,74,2472
1849,74,552
1850,75,2472
1851,75,2472
1852,75,1560
1853,75,1448
1854,75,1640
1855,75,592
1856,75,552
1857,75,496
1858,75,592
1859,75,592
1860,75,552
1861,75,2472
1862,75,552
1863,75,1560
1864,75,2472
1865,75,552
1866,75,1560
1867,75,552
1868,75,552
1869,75,2472
1870,75,680
1871,75,48
1872,75,256
1873,75,440
1874,75,0
1875,76,2080
1876,76,2472
1877,76,248
1878,76,2040
1879,76,2472
1880,76,552
1881,76,184
1882,76,680
1883,76,2472
1884,76,2696
1885,76,1640
1886,76,680
1887,76,552
1888,76,248
1889,76,248
1890,76,0
1891,76,552
1892,76,2472
1893,76,1560
1894,76,496
1895,76,1640
1896,76,1640
1897,76,32
1898,76,2432
1899,76,2200
1900,77,2696
1901,77,2472
1902,77,552
1903,77,680
1904,77,1640
1905,77,1640
1906,77,2472
1907,77,2040
1908,77,680
1909,77,248
1910,77,552
1911,77,1640
1912,77,2432
1913,77,864
1914,77,2432
1915,77,1448
1916,77,0
1917,77,1640
1918,77,248
1919,77,1640
1920,77,680
1921,77,2472
1922,77,2040
1923,77,1640
1924,77,2432
1925,78,2472
1926,78,2472
1927,78,2432
1928,78,592
1929,78,680
1930,78,552
1931,78,2080
1932,78,680
1933,78,1560
1934,78,1640
1935,78,248
1936,78,552
1937,78,2472
1938,78,552
1939,78,1448
1940,78,1448
1941,78,576
1942,78,248
1943,78,1640
1944,78,864
1945,78,1736
1946,78,1640
1947,78,552
1948,78,72
1949,78,552
1950,79,2472
1951,79,2080
1952,79,2472
1953,79,1560
1954,79,680
1955,79,872
1956,79,1640
1957,79,680
1958,79,680
1959,79,2472
1960,79,592
1961,79,1448
1962,79,2472
1963,79,1560
1964,79,552
1965,79,1560
1966,79,1640
1967,79,680
1968,79,1448
1969,79,2432
1970,79,2432
1971,79,680
1972,79,680
1973,79,2040
1974,79,1736
1975,80,2472
1976,80,2472
1977,80,680
1978,80,1640
1979,80,864
1980,80,256
1981,80,1560
1982,80,1640
1983,80,248
1984,80,1640
1985,80,248
1986,80,552
1987,80,2472
1988,80,1560
1989,80,2472
1990,80,592
1991,80,144
1992,80,680
1993,80,1640
1994,80,1560
1995,80,1560
1996,80,1640
1997,80,552
1998,80,2472
1999,80,2040
2000,81,2472
2001,81,2472
2002,81,552
2003,81,552
2004,81,1448
2005,81,2432
2006,81,1560
2007,81,1560
2008,81,288
2009,81,680
2010,81,2472
2011,81,592
2012,81,0
2013,81,552
2014,81,680
